IncidntNum,Category,Date
474,VEHICLE THEFT,02/01/2012 12:00:00 AM
12,ARSON,03/01/2012 12:00:00 AM
475,BURGLARY,03/01/2012 12:00:00 AM
2119,LARCENY/THEFT,03/01/2012 12:00:00 AM
69,STOLEN PROPERTY,03/01/2012 12:00:00 AM
642,VANDALISM,03/01/2012 12:00:00 AM
451,VEHICLE THEFT,03/01/2012 12:00:00 AM
18,ARSON,04/01/2012 12:00:00 AM
536,BURGLARY,04/01/2012 12:00:00 AM
2325,LARCENY/THEFT,04/01/2012 12:00:00 AM
62,STOLEN PROPERTY,04/01/2012 12:00:00 AM
659,VANDALISM,04/01/2012 12:00:00 AM
473,VEHICLE THEFT,04/01/2012 12:00:00 AM
17,ARSON,05/01/2012 12:00:00 AM
523,BURGLARY,05/01/2012 12:00:00 AM
2559,LARCENY/THEFT,05/01/2012 12:00:00 AM
94,STOLEN PROPERTY,05/01/2012 12:00:00 AM
606,VANDALISM,05/01/2012 12:00:00 AM
455,VEHICLE THEFT,05/01/2012 12:00:00 AM
21,ARSON,06/01/2012 12:00:00 AM
495,BURGLARY,06/01/2012 12:00:00 AM
2509,LARCENY/THEFT,06/01/2012 12:00:00 AM
61,STOLEN PROPERTY,06/01/2012 12:00:00 AM
614,VANDALISM,06/01/2012 12:00:00 AM
497,VEHICLE THEFT,06/01/2012 12:00:00 AM
25,ARSON,07/01/2012 12:00:00 AM
522,BURGLARY,07/01/2012 12:00:00 AM
2564,LARCENY/THEFT,07/01/2012 12:00:00 AM
73,STOLEN PROPERTY,07/01/2012 12:00:00 AM
675,VANDALISM,07/01/2012 12:00:00 AM
600,VEHICLE THEFT,07/01/2012 12:00:00 AM
17,ARSON,08/01/2012 12:00:00 AM
547,BURGLARY,08/01/2012 12:00:00 AM
2849,LARCENY/THEFT,08/01/2012 12:00:00 AM
83,STOLEN PROPERTY,08/01/2012 12:00:00 AM
663,VANDALISM,08/01/2012 12:00:00 AM
573,VEHICLE THEFT,08/01/2012 12:00:00 AM
25,ARSON,09/01/2012 12:00:00 AM
482,BURGLARY,09/01/2012 12:00:00 AM
2978,LARCENY/THEFT,09/01/2012 12:00:00 AM
88,STOLEN PROPERTY,09/01/2012 12:00:00 AM
687,VANDALISM,09/01/2012 12:00:00 AM
548,VEHICLE THEFT,09/01/2012 12:00:00 AM
18,ARSON,10/01/2012 12:00:00 AM
594,BURGLARY,10/01/2012 12:00:00 AM
3150,LARCENY/THEFT,10/01/2012 12:00:00 AM
82,STOLEN PROPERTY,10/01/2012 12:00:00 AM
807,VANDALISM,10/01/2012 12:00:00 AM
551,VEHICLE THEFT,10/01/2012 12:00:00 AM
18,ARSON,11/01/2012 12:00:00 AM
584,BURGLARY,11/01/2012 12:00:00 AM
2866,LARCENY/THEFT,11/01/2012 12:00:00 AM
93,STOLEN PROPERTY,11/01/2012 12:00:00 AM
648,VANDALISM,11/01/2012 12:00:00 AM
580,VEHICLE THEFT,11/01/2012 12:00:00 AM
21,ARSON,12/01/2012 12:00:00 AM
550,BURGLARY,12/01/2012 12:00:00 AM
2744,LARCENY/THEFT,12/01/2012 12:00:00 AM
81,STOLEN PROPERTY,12/01/2012 12:00:00 AM
598,VANDALISM,12/01/2012 12:00:00 AM
553,VEHICLE THEFT,12/01/2012 12:00:00 AM
37,ARSON,01/01/2013 12:00:00 AM
507,BURGLARY,01/01/2013 12:00:00 AM
2932,LARCENY/THEFT,01/01/2013 12:00:00 AM
103,STOLEN PROPERTY,01/01/2013 12:00:00 AM
566,VANDALISM,01/01/2013 12:00:00 AM
523,VEHICLE THEFT,01/01/2013 12:00:00 AM
23,ARSON,02/01/2013 12:00:00 AM
440,BURGLARY,02/01/2013 12:00:00 AM
2677,LARCENY/THEFT,02/01/2013 12:00:00 AM
79,STOLEN PROPERTY,02/01/2013 12:00:00 AM
526,VANDALISM,02/01/2013 12:00:00 AM
470,VEHICLE THEFT,02/01/2013 12:00:00 AM
22,ARSON,03/01/2013 12:00:00 AM
519,BURGLARY,03/01/2013 12:00:00 AM
2872,LARCENY/THEFT,03/01/2013 12:00:00 AM
88,STOLEN PROPERTY,03/01/2013 12:00:00 AM
657,VANDALISM,03/01/2013 12:00:00 AM
455,VEHICLE THEFT,03/01/2013 12:00:00 AM
11,ARSON,04/01/2013 12:00:00 AM
540,BURGLARY,04/01/2013 12:00:00 AM
2904,LARCENY/THEFT,04/01/2013 12:00:00 AM
102,STOLEN PROPERTY,04/01/2013 12:00:00 AM
610,VANDALISM,04/01/2013 12:00:00 AM
440,VEHICLE THEFT,04/01/2013 12:00:00 AM
19,ARSON,05/01/2013 12:00:00 AM
508,BURGLARY,05/01/2013 12:00:00 AM
2710,LARCENY/THEFT,05/01/2013 12:00:00 AM
100,STOLEN PROPERTY,05/01/2013 12:00:00 AM
515,VANDALISM,05/01/2013 12:00:00 AM
503,VEHICLE THEFT,05/01/2013 12:00:00 AM
20,ARSON,06/01/2013 12:00:00 AM
484,BURGLARY,06/01/2013 12:00:00 AM
2711,LARCENY/THEFT,06/01/2013 12:00:00 AM
89,STOLEN PROPERTY,06/01/2013 12:00:00 AM
561,VANDALISM,06/01/2013 12:00:00 AM
515,VEHICLE THEFT,06/01/2013 12:00:00 AM
25,ARSON,07/01/2013 12:00:00 AM
534,BURGLARY,07/01/2013 12:00:00 AM
3318,LARCENY/THEFT,07/01/2013 12:00:00 AM
104,STOLEN PROPERTY,07/01/2013 12:00:00 AM
598,VANDALISM,07/01/2013 12:00:00 AM
495,VEHICLE THEFT,07/01/2013 12:00:00 AM
17,ARSON,08/01/2013 12:00:00 AM
534,BURGLARY,08/01/2013 12:00:00 AM
3478,LARCENY/THEFT,08/01/2013 12:00:00 AM
129,STOLEN PROPERTY,08/01/2013 12:00:00 AM
558,VANDALISM,08/01/2013 12:00:00 AM
584,VEHICLE THEFT,08/01/2013 12:00:00 AM
19,ARSON,09/01/2013 12:00:00 AM
568,BURGLARY,09/01/2013 12:00:00 AM
3604,LARCENY/THEFT,09/01/2013 12:00:00 AM
118,STOLEN PROPERTY,09/01/2013 12:00:00 AM
630,VANDALISM,09/01/2013 12:00:00 AM
699,VEHICLE THEFT,09/01/2013 12:00:00 AM
21,ARSON,10/01/2013 12:00:00 AM
525,BURGLARY,10/01/2013 12:00:00 AM
3370,LARCENY/THEFT,10/01/2013 12:00:00 AM
120,STOLEN PROPERTY,10/01/2013 12:00:00 AM
587,VANDALISM,10/01/2013 12:00:00 AM
567,VEHICLE THEFT,10/01/2013 12:00:00 AM
24,ARSON,11/01/2013 12:00:00 AM
517,BURGLARY,11/01/2013 12:00:00 AM
3030,LARCENY/THEFT,11/01/2013 12:00:00 AM
89,STOLEN PROPERTY,11/01/2013 12:00:00 AM
516,VANDALISM,11/01/2013 12:00:00 AM
453,VEHICLE THEFT,11/01/2013 12:00:00 AM
10,ARSON,12/01/2013 12:00:00 AM
519,BURGLARY,12/01/2013 12:00:00 AM
2806,LARCENY/THEFT,12/01/2013 12:00:00 AM
103,STOLEN PROPERTY,12/01/2013 12:00:00 AM
597,VANDALISM,12/01/2013 12:00:00 AM
537,VEHICLE THEFT,12/01/2013 12:00:00 AM
32,ARSON,01/01/2014 12:00:00 AM
618,BURGLARY,01/01/2014 12:00:00 AM
2941,LARCENY/THEFT,01/01/2014 12:00:00 AM
86,STOLEN PROPERTY,01/01/2014 12:00:00 AM
577,VANDALISM,01/01/2014 12:00:00 AM
517,VEHICLE THEFT,01/01/2014 12:00:00 AM
22,ARSON,02/01/2014 12:00:00 AM
506,BURGLARY,02/01/2014 12:00:00 AM
2549,LARCENY/THEFT,02/01/2014 12:00:00 AM
99,STOLEN PROPERTY,02/01/2014 12:00:00 AM
546,VANDALISM,02/01/2014 12:00:00 AM
442,VEHICLE THEFT,02/01/2014 12:00:00 AM
13,ARSON,03/01/2014 12:00:00 AM
563,BURGLARY,03/01/2014 12:00:00 AM
3021,LARCENY/THEFT,03/01/2014 12:00:00 AM
98,STOLEN PROPERTY,03/01/2014 12:00:00 AM
603,VANDALISM,03/01/2014 12:00:00 AM
528,VEHICLE THEFT,03/01/2014 12:00:00 AM
18,ARSON,04/01/2014 12:00:00 AM
485,BURGLARY,04/01/2014 12:00:00 AM
3022,LARCENY/THEFT,04/01/2014 12:00:00 AM
92,STOLEN PROPERTY,04/01/2014 12:00:00 AM
619,VANDALISM,04/01/2014 12:00:00 AM
650,VEHICLE THEFT,04/01/2014 12:00:00 AM
15,ARSON,05/01/2014 12:00:00 AM
485,BURGLARY,05/01/2014 12:00:00 AM
2828,LARCENY/THEFT,05/01/2014 12:00:00 AM
89,STOLEN PROPERTY,05/01/2014 12:00:00 AM
592,VANDALISM,05/01/2014 12:00:00 AM
641,VEHICLE THEFT,05/01/2014 12:00:00 AM
25,ARSON,06/01/2014 12:00:00 AM
442,BURGLARY,06/01/2014 12:00:00 AM
2742,LARCENY/THEFT,06/01/2014 12:00:00 AM
77,STOLEN PROPERTY,06/01/2014 12:00:00 AM
508,VANDALISM,06/01/2014 12:00:00 AM
683,VEHICLE THEFT,06/01/2014 12:00:00 AM
20,ARSON,07/01/2014 12:00:00 AM
499,BURGLARY,07/01/2014 12:00:00 AM
3189,LARCENY/THEFT,07/01/2014 12:00:00 AM
91,STOLEN PROPERTY,07/01/2014 12:00:00 AM
616,VANDALISM,07/01/2014 12:00:00 AM
650,VEHICLE THEFT,07/01/2014 12:00:00 AM
20,ARSON,08/01/2014 12:00:00 AM
479,BURGLARY,08/01/2014 12:00:00 AM
3650,LARCENY/THEFT,08/01/2014 12:00:00 AM
92,STOLEN PROPERTY,08/01/2014 12:00:00 AM
632,VANDALISM,08/01/2014 12:00:00 AM
645,VEHICLE THEFT,08/01/2014 12:00:00 AM
14,ARSON,09/01/2014 12:00:00 AM
457,BURGLARY,09/01/2014 12:00:00 AM
3266,LARCENY/THEFT,09/01/2014 12:00:00 AM
84,STOLEN PROPERTY,09/01/2014 12:00:00 AM
604,VANDALISM,09/01/2014 12:00:00 AM
496,VEHICLE THEFT,09/01/2014 12:00:00 AM
24,ARSON,10/01/2014 12:00:00 AM
553,BURGLARY,10/01/2014 12:00:00 AM
3630,LARCENY/THEFT,10/01/2014 12:00:00 AM
106,STOLEN PROPERTY,10/01/2014 12:00:00 AM
635,VANDALISM,10/01/2014 12:00:00 AM
704,VEHICLE THEFT,10/01/2014 12:00:00 AM
28,ARSON,11/01/2014 12:00:00 AM
462,BURGLARY,11/01/2014 12:00:00 AM
3495,LARCENY/THEFT,11/01/2014 12:00:00 AM
80,STOLEN PROPERTY,11/01/2014 12:00:00 AM
611,VANDALISM,11/01/2014 12:00:00 AM
566,VEHICLE THEFT,11/01/2014 12:00:00 AM
22,ARSON,12/01/2014 12:00:00 AM
517,BURGLARY,12/01/2014 12:00:00 AM
3670,LARCENY/THEFT,12/01/2014 12:00:00 AM
90,STOLEN PROPERTY,12/01/2014 12:00:00 AM
622,VANDALISM,12/01/2014 12:00:00 AM
586,VEHICLE THEFT,12/01/2014 12:00:00 AM
41,ARSON,01/01/2015 12:00:00 AM
495,BURGLARY,01/01/2015 12:00:00 AM
3715,LARCENY/THEFT,01/01/2015 12:00:00 AM
82,STOLEN PROPERTY,01/01/2015 12:00:00 AM
616,VANDALISM,01/01/2015 12:00:00 AM
606,VEHICLE THEFT,01/01/2015 12:00:00 AM
31,ARSON,02/01/2015 12:00:00 AM
481,BURGLARY,02/01/2015 12:00:00 AM
3284,LARCENY/THEFT,02/01/2015 12:00:00 AM
84,STOLEN PROPERTY,02/01/2015 12:00:00 AM
513,VANDALISM,02/01/2015 12:00:00 AM
552,VEHICLE THEFT,02/01/2015 12:00:00 AM
21,ARSON,03/01/2015 12:00:00 AM
513,BURGLARY,03/01/2015 12:00:00 AM
3820,LARCENY/THEFT,03/01/2015 12:00:00 AM
92,STOLEN PROPERTY,03/01/2015 12:00:00 AM
678,VANDALISM,03/01/2015 12:00:00 AM
626,VEHICLE THEFT,03/01/2015 12:00:00 AM
30,ARSON,04/01/2015 12:00:00 AM
490,BURGLARY,04/01/2015 12:00:00 AM
3482,LARCENY/THEFT,04/01/2015 12:00:00 AM
77,STOLEN PROPERTY,04/01/2015 12:00:00 AM
587,VANDALISM,04/01/2015 12:00:00 AM
728,VEHICLE THEFT,04/01/2015 12:00:00 AM
30,ARSON,05/01/2015 12:00:00 AM
568,BURGLARY,05/01/2015 12:00:00 AM
3846,LARCENY/THEFT,05/01/2015 12:00:00 AM
68,STOLEN PROPERTY,05/01/2015 12:00:00 AM
672,VANDALISM,05/01/2015 12:00:00 AM
825,VEHICLE THEFT,05/01/2015 12:00:00 AM
31,ARSON,06/01/2015 12:00:00 AM
498,BURGLARY,06/01/2015 12:00:00 AM
3758,LARCENY/THEFT,06/01/2015 12:00:00 AM
75,STOLEN PROPERTY,06/01/2015 12:00:00 AM
662,VANDALISM,06/01/2015 12:00:00 AM
717,VEHICLE THEFT,06/01/2015 12:00:00 AM
23,ARSON,07/01/2015 12:00:00 AM
490,BURGLARY,07/01/2015 12:00:00 AM
3879,LARCENY/THEFT,07/01/2015 12:00:00 AM
87,STOLEN PROPERTY,07/01/2015 12:00:00 AM
773,VANDALISM,07/01/2015 12:00:00 AM
633,VEHICLE THEFT,07/01/2015 12:00:00 AM
16,ARSON,08/01/2015 12:00:00 AM
490,BURGLARY,08/01/2015 12:00:00 AM
3702,LARCENY/THEFT,08/01/2015 12:00:00 AM
84,STOLEN PROPERTY,08/01/2015 12:00:00 AM
729,VANDALISM,08/01/2015 12:00:00 AM
630,VEHICLE THEFT,08/01/2015 12:00:00 AM
16,ARSON,09/01/2015 12:00:00 AM
467,BURGLARY,09/01/2015 12:00:00 AM
3430,LARCENY/THEFT,09/01/2015 12:00:00 AM
90,STOLEN PROPERTY,09/01/2015 12:00:00 AM
663,VANDALISM,09/01/2015 12:00:00 AM
628,VEHICLE THEFT,09/01/2015 12:00:00 AM
28,ARSON,10/01/2015 12:00:00 AM
458,BURGLARY,10/01/2015 12:00:00 AM
3268,LARCENY/THEFT,10/01/2015 12:00:00 AM
84,STOLEN PROPERTY,10/01/2015 12:00:00 AM
674,VANDALISM,10/01/2015 12:00:00 AM
710,VEHICLE THEFT,10/01/2015 12:00:00 AM
25,ARSON,11/01/2015 12:00:00 AM
457,BURGLARY,11/01/2015 12:00:00 AM
2945,LARCENY/THEFT,11/01/2015 12:00:00 AM
65,STOLEN PROPERTY,11/01/2015 12:00:00 AM
561,VANDALISM,11/01/2015 12:00:00 AM
639,VEHICLE THEFT,11/01/2015 12:00:00 AM
19,ARSON,12/01/2015 12:00:00 AM
524,BURGLARY,12/01/2015 12:00:00 AM
2939,LARCENY/THEFT,12/01/2015 12:00:00 AM
71,STOLEN PROPERTY,12/01/2015 12:00:00 AM
547,VANDALISM,12/01/2015 12:00:00 AM
649,VEHICLE THEFT,12/01/2015 12:00:00 AM
